TUSTOPTIME,TUTIER1CODE,TUACTDUR24,TUSTARTTIM,TUCUMDUR24
9:25,11,5,9:20,325
10:25,12,60,9:25,385
12:25,6,120,10:25,505
12:55,2,30,12:25,535
13:55,11,60,12:55,595
14:15,18,20,13:55,615
14:25,4,10,14:15,625
14:35,18,10,14:25,635
14:45,2,10,14:35,645
14:50,2,5,14:45,650
15:10,2,20,14:50,670
15:20,18,10,15:10,680
15:21,4,1,15:20,681
15:23,18,2,15:21,683
16:30,6,67,15:23,750
16:50,16,20,16:30,770
18:00,6,70,16:50,840
19:30,6,90,18:00,930
19:40,12,10,19:30,940
20:45,6,65,19:40,1005
20:55,12,10,20:45,1015
21:05,18,10,20:55,1025
21:15,11,10,21:05,1035
22:00,12,45,21:15,1080
22:30,2,30,22:00,1110
23:15,12,45,22:30,1155
7:30,1,285,23:15,1440
9:00,1,300,4:00,300
10:00,1,60,9:00,360
10:30,2,30,10:00,390
11:00,11,30,10:30,420
11:30,18,30,11:00,450
11:40,12,10,11:30,460
12:15,14,35,11:40,495
13:15,14,60,12:15,555
13:45,15,30,13:15,585
14:15,18,30,13:45,615
16:00,1,105,14:15,720
19:30,6,210,16:00,930
20:30,2,60,19:30,990
21:00,16,30,20:30,1020
23:00,12,120,21:00,1140
23:30,1,30,23:00,1170
7:00,1,270,23:30,1440
7:00,1,180,4:00,180
8:00,50,60,7:00,240
8:40,12,40,8:00,280
9:20,50,40,8:40,320
10:00,18,40,9:20,360
14:00,5,240,10:00,600
15:00,11,60,14:00,660
19:00,5,240,15:00,900
20:00,18,60,19:00,960
20:40,50,40,20:00,1000
21:00,1,20,20:40,1020
23:00,12,120,21:00,1140
7:00,1,300,23:00,1440
7:00,1,180,4:00,180
7:10,11,10,7:00,190
7:17,18,7,7:10,197
10:00,5,163,7:17,360
10:15,12,15,10:00,375
12:30,5,135,10:15,510
12:50,11,20,12:30,530
14:00,5,70,12:50,600
14:07,18,7,14:00,607
14:22,1,15,14:07,622
14:42,2,20,14:22,642
15:12,2,30,14:42,672
17:12,12,120,15:12,792
17:37,13,25,17:12,817
17:47,18,10,17:37,827
17:57,4,10,17:47,837
18:07,18,10,17:57,847
19:37,4,90,18:07,937
20:22,2,45,19:37,982
20:42,11,20,20:22,1002
22:42,4,120,20:42,1122
0:12,12,90,22:42,1212
8:00,1,228,0:12,1440
7:00,1,180,4:00,180
7:30,1,30,7:00,210
7:40,18,10,7:30,220
8:55,6,75,7:40,295
8:58,18,3,8:55,298
9:08,11,10,8:58,308
9:53,50,45,9:08,353
10:00,18,7,9:53,360
11:00,6,60,10:00,420
13:00,4,120,11:00,540
13:30,11,30,13:00,570
20:00,12,390,13:30,960
20:02,18,2,20:00,962
21:32,12,90,20:02,1052
21:57,1,25,21:32,1077
6:30,1,363,21:57,1440
8:00,1,240,4:00,240
11:00,1,180,8:00,420
11:20,18,20,11:00,440
13:20,11,120,11:20,560
13:30,18,10,13:20,570
16:30,6,180,13:30,750
17:00,18,30,16:30,780
19:00,2,120,17:00,900
19:20,18,20,19:00,920
20:50,11,90,19:20,1010
22:00,12,70,20:50,1080
22:20,18,20,22:00,1100
23:00,1,40,22:20,1140
8:00,1,300,23:00,1440
11:00,1,420,4:00,420
11:05,2,5,11:00,425
11:15,11,10,11:05,435
12:15,1,60,11:15,495
19:15,12,420,12:15,915
19:45,11,30,19:15,945
23:00,12,195,19:45,1140
23:20,1,20,23:00,1160
8:00,1,280,23:20,1440
8:00,1,240,4:00,240
8:30,18,30,8:00,270
12:15,6,225,8:30,495
12:35,18,20,12:15,515
13:35,1,60,12:35,575
13:50,18,15,13:35,590
17:50,5,240,13:50,830
18:05,18,15,17:50,845
20:05,1,120,18:05,965
23:00,12,175,20:05,1140
8:00,1,300,23:00,1440
9:00,1,300,4:00,300
9:20,2,20,9:00,320
9:40,11,20,9:20,340
10:00,1,20,9:40,360
10:30,12,30,10:00,390
11:00,18,30,10:30,420
11:15,50,15,11:00,435
11:45,18,30,11:15,465
12:10,2,25,11:45,490
12:15,2,5,12:10,495
14:00,12,105,12:15,600
14:30,18,30,14:00,630
15:00,6,30,14:30,660
17:30,6,150,15:00,810
18:00,18,30,17:30,840
19:00,12,60,18:00,900
19:30,2,30,19:00,930
21:30,6,120,19:30,1050
21:50,1,20,21:30,1070
7:30,1,370,21:50,1440
7:30,1,210,4:00,210
7:40,18,10,7:30,220
8:00,7,20,7:40,240
8:10,18,10,8:00,250
8:40,2,30,8:10,280
9:25,18,45,8:40,325
13:00,4,215,9:25,540
13:10,11,10,13:00,550
15:00,4,110,13:10,660
15:45,18,45,15:00,705
16:05,2,20,15:45,725
17:05,1,60,16:05,785
17:15,2,10,17:05,795
19:30,12,135,17:15,930
20:00,2,30,19:30,960
20:10,11,10,20:00,970
22:00,12,110,20:10,1080
23:30,12,90,22:00,1170
6:30,1,270,23:30,1440
6:00,1,120,4:00,120
7:00,13,60,6:00,180
7:30,18,30,7:00,210
12:00,5,270,7:30,480
12:05,18,5,12:00,485
12:25,11,20,12:05,505
12:30,18,5,12:25,510
16:00,5,210,12:30,720
16:30,18,30,16:00,750
17:30,2,60,16:30,810
18:00,11,30,17:30,840
20:00,2,120,18:00,960
22:00,2,120,20:00,1080
6:00,1,360,22:00,1440
7:00,1,180,4:00,180
7:06,3,6,7:00,186
7:16,2,10,7:06,196
7:26,11,10,7:16,206
7:36,3,10,7:26,216
7:51,3,15,7:36,231
7:55,3,4,7:51,235
8:05,18,10,7:55,245
8:07,3,2,8:05,247
8:17,18,10,8:07,257
8:42,1,25,8:17,282
9:17,2,35,8:42,317
11:17,2,120,9:17,437
11:18,6,1,11:17,438
11:28,18,10,11:18,448
11:38,3,10,11:28,458
12:18,18,40,11:38,498
12:28,2,10,12:18,508
12:30,2,2,12:28,510
12:32,2,2,12:30,512
12:37,2,5,12:32,517
15:00,6,143,12:37,660
15:10,6,10,15:00,670
15:20,18,10,15:10,680
16:00,3,40,15:20,720
16:02,18,2,16:00,722
16:04,3,2,16:02,724
16:14,18,10,16:04,734
17:14,2,60,16:14,794
17:24,8,10,17:14,804
17:34,18,10,17:24,814
17:44,7,10,17:34,824
17:49,18,5,17:44,829
20:49,6,180,17:49,1009
21:04,18,15,20:49,1024
21:14,8,10,21:04,1034
22:14,2,60,21:14,1094
22:19,3,5,22:14,1099
22:29,16,10,22:19,1109
22:34,11,5,22:29,1114
22:54,12,20,22:34,1134
1:05,1,131,22:54,1265
1:07,11,2,1:05,1267
1:12,3,5,1:07,1272
1:14,1,2,1:12,1274
7:58,1,166,1:14,1440
9:00,1,300,4:00,300
11:00,1,120,9:00,420
12:00,11,60,11:00,480
12:20,18,20,12:00,500
17:00,50,280,12:20,780
17:20,18,20,17:00,800
17:35,2,15,17:20,815
18:05,18,30,17:35,845
18:25,11,20,18:05,865
20:30,11,125,18:25,990
21:00,12,30,20:30,1020
21:30,18,30,21:00,1050
21:31,4,1,21:30,1051
21:36,18,5,21:31,1056
22:30,12,54,21:36,1110
8:30,1,330,22:30,1440
6:45,1,165,4:00,165
6:55,2,10,6:45,175
7:10,3,15,6:55,190
7:20,2,10,7:10,200
7:30,3,10,7:20,210
8:40,50,70,7:30,280
9:00,18,20,8:40,300
11:15,13,135,9:00,435
11:45,18,30,11:15,465
12:00,11,15,11:45,480
13:30,6,90,12:00,570
13:50,2,20,13:30,590
14:20,2,30,13:50,620
14:25,18,5,14:20,625
15:30,7,65,14:25,690
15:35,18,5,15:30,695
15:50,3,15,15:35,710
16:10,18,20,15:50,730
16:15,3,5,16:10,735
16:25,18,10,16:15,745
17:15,7,50,16:25,795
17:16,18,1,17:15,796
17:46,11,30,17:16,826
17:56,18,10,17:46,836
18:01,3,5,17:56,841
18:21,18,20,18:01,861
18:22,3,1,18:21,862
18:27,18,5,18:22,867
19:27,12,60,18:27,927
19:32,18,5,19:27,932
19:33,3,1,19:32,933
19:53,18,20,19:33,953
20:03,2,10,19:53,963
20:08,18,5,20:03,968
20:09,3,1,20:08,969
20:14,18,5,20:09,974
20:20,12,6,20:14,980
22:20,18,120,20:20,1100
23:00,12,40,22:20,1140
6:45,1,300,23:00,1440
7:00,1,180,4:00,180
7:30,12,30,7:00,210
8:00,12,30,7:30,240
8:05,18,5,8:00,245
12:05,6,240,8:05,485
13:05,12,60,12:05,545
17:30,6,265,13:05,810
17:35,18,5,17:30,815
17:50,11,15,17:35,830
18:50,1,60,17:50,890
21:30,6,160,18:50,1050
21:31,18,1,21:30,1051
22:01,12,30,21:31,1081
22:02,18,1,22:01,1082
22:32,6,30,22:02,1112
23:02,11,30,22:32,1142
23:52,6,50,23:02,1192
5:00,1,248,23:52,1440
6:00,1,120,4:00,120
6:10,1,10,6:00,130
7:10,18,60,6:10,190
11:00,6,230,7:10,420
11:25,11,25,11:00,445
11:35,12,10,11:25,455
12:00,12,25,11:35,480
15:00,6,180,12:00,660
16:30,18,90,15:00,750
21:30,6,300,16:30,1050
22:00,12,30,21:30,1080
22:35,1,35,22:00,1115
1:00,1,145,22:35,1260
7:30,1,180,1:00,1440
7:00,1,180,4:00,180
7:05,2,5,7:00,185
7:15,11,10,7:05,195
7:45,1,30,7:15,225
9:30,6,105,7:45,330
9:35,18,5,9:30,335
9:36,3,1,9:35,336
9:56,18,20,9:36,356
12:15,7,139,9:56,495
12:20,18,5,12:15,500
13:20,11,60,12:20,560
13:22,18,2,13:20,562
14:22,7,60,13:22,622
14:37,18,15,14:22,637
15:45,12,68,14:37,705
15:50,18,5,15:45,710
15:51,3,1,15:50,711
15:56,18,5,15:51,716
16:41,2,45,15:56,761
17:26,1,45,16:41,806
21:00,6,214,17:26,1020
22:30,12,90,21:00,1110
22:40,1,10,22:30,1120
6:30,1,320,22:40,1440
6:00,1,120,4:00,120
7:00,1,60,6:00,180
7:15,18,15,7:00,195
13:30,6,375,7:15,570
14:00,18,30,13:30,600
23:15,5,555,14:00,1155
23:30,18,15,23:15,1170
0:00,1,30,23:30,1200
6:00,1,240,0:00,1440
10:00,1,360,4:00,360
12:00,1,120,10:00,480
13:00,2,60,12:00,540
14:00,11,60,13:00,600
15:00,2,60,14:00,660
19:00,6,240,15:00,900
20:00,11,60,19:00,960
22:00,12,120,20:00,1080
10:00,1,360,22:00,1440
12:00,1,480,4:00,480
12:30,11,30,12:00,510
13:30,1,60,12:30,570
15:30,18,120,13:30,690
16:00,18,30,15:30,720
17:00,1,60,16:00,780
17:45,11,45,17:00,825
1:00,12,435,17:45,1260
7:00,1,180,1:00,1440
9:00,1,300,4:00,300
9:20,2,20,9:00,320
9:30,1,10,9:20,330
9:40,3,10,9:30,340
10:10,12,30,9:40,370
10:20,18,10,10:10,380
10:27,18,7,10:20,387
10:47,18,20,10:27,407
11:17,6,30,10:47,437
12:47,6,90,11:17,527
13:47,6,60,12:47,587
14:17,18,30,13:47,617
14:32,18,15,14:17,632
15:02,12,30,14:32,662
15:47,2,45,15:02,707
16:07,11,20,15:47,727
16:27,3,20,16:07,747
16:57,12,30,16:27,777
17:57,3,60,16:57,837
19:27,3,90,17:57,927
19:42,18,15,19:27,942
19:57,12,15,19:42,957
20:27,12,30,19:57,987
21:27,3,60,20:27,1047
0:27,12,180,21:27,1227
3:00,1,153,0:27,1380
3:15,12,15,3:00,1395
6:00,1,45,3:15,1440
9:00,5,300,4:00,300
9:20,18,20,9:00,320
12:00,5,160,9:20,480
12:25,18,25,12:00,505
12:30,1,5,12:25,510
13:00,4,30,12:30,540
13:20,18,20,13:00,560
13:40,11,20,13:20,580
14:40,12,60,13:40,640
15:40,2,60,14:40,700
16:00,18,20,15:40,720
16:10,1,10,16:00,730
17:10,12,60,16:10,790
1:30,1,500,17:10,1290
2:00,1,30,1:30,1320
2:04,18,4,2:00,1324
2:09,7,5,2:04,1329
2:29,18,20,2:09,1349
8:00,5,91,2:29,1440
10:00,1,360,4:00,360
10:30,1,30,10:00,390
10:45,18,15,10:30,405
11:00,6,15,10:45,420
11:50,6,50,11:00,470
12:20,11,30,11:50,500
14:00,12,100,12:20,600
17:00,13,180,14:00,780
18:30,11,90,17:00,870
18:50,18,20,18:30,890
19:50,12,60,18:50,950
22:00,12,130,19:50,1080
22:05,18,5,22:00,1085
0:00,12,115,22:05,1200
0:20,18,20,0:00,1220
0:30,7,10,0:20,1230
1:00,18,30,0:30,1260
1:10,1,10,1:00,1270
10:00,1,170,1:10,1440
6:00,6,120,4:00,120
7:00,11,60,6:00,180
10:00,6,180,7:00,360
13:00,6,180,10:00,540
14:00,11,60,13:00,600
15:00,12,60,14:00,660
16:00,12,60,15:00,720
16:30,18,30,16:00,750
18:00,11,90,16:30,840
20:00,6,120,18:00,960
20:30,1,30,20:00,990
21:00,12,30,20:30,1020
7:00,1,420,21:00,1440
7:30,1,210,4:00,210
8:15,1,45,7:30,255
8:25,2,10,8:15,265
8:40,2,15,8:25,280
9:40,5,60,8:40,340
10:25,18,45,9:40,385
11:15,9,50,10:25,435
12:00,18,45,11:15,480
12:20,7,20,12:00,500
12:35,18,15,12:20,515
13:05,11,30,12:35,545
15:05,6,120,13:05,665
16:05,5,60,15:05,725
17:30,12,85,16:05,810
17:40,7,10,17:30,820
18:00,12,20,17:40,840
18:20,18,20,18:00,860
18:30,7,10,18:20,870
18:50,18,20,18:30,890
20:20,6,90,18:50,980
21:20,11,60,20:20,1040
21:45,12,25,21:20,1065
8:00,1,375,21:45,1440
6:00,1,120,4:00,120
6:40,1,40,6:00,160
7:20,3,40,6:40,200
7:30,18,10,7:20,210
7:33,3,3,7:30,213
7:53,18,20,7:33,233
10:30,5,157,7:53,390
10:45,11,15,10:30,405
12:30,5,105,10:45,510
13:00,12,30,12:30,540
15:00,5,120,13:00,660
15:11,16,11,15:00,671
15:15,16,4,15:11,675
16:30,5,75,15:15,750
16:50,18,20,16:30,770
16:55,3,5,16:50,775
16:56,3,1,16:55,776
17:06,18,10,16:56,786
17:41,7,35,17:06,821
17:51,18,10,17:41,831
19:21,2,90,17:51,921
19:41,11,20,19:21,941
19:46,3,5,19:41,946
21:31,2,105,19:46,1051
22:16,12,45,21:31,1096
23:15,12,59,22:16,1155
0:00,12,45,23:15,1200
6:00,1,240,0:00,1440
9:30,1,330,4:00,330
13:30,2,240,9:30,570
13:50,18,20,13:30,590
16:50,12,180,13:50,770
17:20,11,30,16:50,800
17:40,18,20,17:20,820
19:30,12,110,17:40,930
19:50,15,20,19:30,950
20:00,2,10,19:50,960
21:00,11,60,20:00,1020
7:30,1,420,21:00,1440
7:00,1,180,4:00,180
7:30,3,30,7:00,210
8:00,1,30,7:30,240
9:00,3,60,8:00,300
10:00,16,60,9:00,360
12:00,16,120,10:00,480
13:00,12,60,12:00,540
15:00,3,120,13:00,660
17:00,2,120,15:00,780
17:04,18,4,17:00,784
17:49,7,45,17:04,829
17:53,18,4,17:49,833
18:23,2,30,17:53,863
19:23,11,60,18:23,923
19:43,3,20,19:23,943
20:03,50,20,19:43,963
21:03,12,60,20:03,1023
6:45,1,417,21:03,1440
7:00,1,180,4:00,180
7:20,1,20,7:00,200
7:30,11,10,7:20,210
7:40,18,10,7:30,220
7:42,3,2,7:40,222
7:45,18,3,7:42,225
7:50,12,5,7:45,230
12:30,5,280,7:50,510
12:45,18,15,12:30,525
13:15,11,30,12:45,555
13:30,18,15,13:15,570
15:00,5,90,13:30,660
15:05,18,5,15:00,665
15:25,3,20,15:05,685
15:30,18,5,15:25,690
15:35,3,5,15:30,695
15:45,18,10,15:35,705
16:00,7,15,15:45,720
16:10,18,10,16:00,730
16:55,12,45,16:10,775
17:05,2,10,16:55,785
18:05,12,60,17:05,845
18:20,2,15,18:05,860
18:40,11,20,18:20,880
20:00,12,80,18:40,960
20:15,18,15,20:00,975
20:20,3,5,20:15,980
20:35,18,15,20:20,995
22:05,12,90,20:35,1085
22:20,3,15,22:05,1100
0:00,12,100,22:20,1200
7:00,1,240,0:00,1440
6:00,1,120,4:00,120
7:00,18,60,6:00,180
12:00,6,300,7:00,480
13:00,11,60,12:00,540
19:00,6,360,13:00,900
20:30,18,90,19:00,990
8:30,1,450,20:30,1440
6:45,1,165,4:00,165
8:30,11,105,6:45,270
9:00,18,30,8:30,300
9:05,18,5,9:00,305
11:30,6,145,9:05,450
11:35,18,5,11:30,455
12:15,11,40,11:35,495
14:30,6,135,12:15,630
16:00,16,90,14:30,720
17:45,12,105,16:00,825
18:05,2,20,17:45,845
18:35,11,30,18:05,875
22:00,12,205,18:35,1080
22:30,1,30,22:00,1110
6:45,1,330,22:30,1440
7:00,1,180,4:00,180
7:30,1,30,7:00,210
7:45,18,15,7:30,225
8:00,11,15,7:45,240
12:00,5,240,8:00,480
12:02,18,2,12:00,482
12:57,11,55,12:02,537
13:00,18,3,12:57,540
17:00,5,240,13:00,780
17:20,18,20,17:00,800
22:20,12,300,17:20,1100
22:50,11,30,22:20,1130
23:20,1,30,22:50,1160
7:00,1,280,23:20,1440
8:00,1,240,4:00,240
8:30,1,30,8:00,270
8:50,2,20,8:30,290
9:10,11,20,8:50,310
12:00,6,170,9:10,480
12:10,18,10,12:00,490
12:20,7,10,12:10,500
12:30,18,10,12:20,510
18:00,2,330,12:30,840
18:30,1,30,18:00,870
18:45,18,15,18:30,885
19:45,11,60,18:45,945
20:00,18,15,19:45,960
21:00,12,60,20:00,1020
22:00,1,60,21:00,1080
7:30,1,360,22:00,1440
9:00,1,300,4:00,300
10:00,11,60,9:00,360
10:01,18,1,10:00,361
14:30,2,269,10:01,630
14:35,18,5,14:30,635
15:10,11,35,14:35,670
15:15,18,5,15:10,675
20:00,2,285,15:15,960
20:01,18,1,20:00,961
20:31,12,30,20:01,991
21:30,12,59,20:31,1050
6:30,1,390,21:30,1440
9:00,1,300,4:00,300
9:30,1,30,9:00,330
9:45,1,15,9:30,345
10:00,18,15,9:45,360
13:00,5,180,10:00,540
13:05,18,5,13:00,545
13:25,11,20,13:05,565
13:30,18,5,13:25,570
17:00,5,210,13:30,780
17:15,1,15,17:00,795
20:00,5,165,17:15,960
21:45,6,105,20:00,1065
22:00,18,15,21:45,1080
22:20,7,20,22:00,1100
22:21,18,1,22:20,1101
23:51,12,90,22:21,1191
0:21,1,30,23:51,1221
9:00,1,219,0:21,1440
6:00,12,120,4:00,120
11:00,1,300,6:00,420
11:15,2,15,11:00,435
11:35,12,20,11:15,455
11:50,2,15,11:35,470
11:55,11,5,11:50,475
13:25,12,90,11:55,565
13:45,13,20,13:25,585
14:45,12,60,13:45,645
15:00,16,15,14:45,660
15:30,50,30,15:00,690
16:30,12,60,15:30,750
16:35,2,5,16:30,755
17:35,12,60,16:35,815
18:35,2,60,17:35,875
21:05,12,150,18:35,1025
23:00,12,115,21:05,1140
11:00,1,300,23:00,1440
11:00,1,420,4:00,420
11:30,11,30,11:00,450
13:30,12,120,11:30,570
17:00,6,210,13:30,780
17:02,18,2,17:00,782
18:02,7,60,17:02,842
18:32,11,30,18:02,872
18:34,18,2,18:32,874
20:04,12,90,18:34,964
0:00,12,236,20:04,1200
1:00,12,60,0:00,1260
10:00,1,180,1:00,1440
11:00,1,420,4:00,420
11:15,11,15,11:00,435
16:00,5,285,11:15,720
18:00,12,120,16:00,840
19:00,11,60,18:00,900
21:00,12,120,19:00,1020
21:20,11,20,21:00,1040
22:22,12,62,21:20,1102
9:00,1,338,22:22,1440
9:00,1,300,4:00,300
9:15,11,15,9:00,315
10:15,12,60,9:15,375
10:45,1,30,10:15,405
11:10,18,25,10:45,430
17:45,5,395,11:10,825
18:00,11,15,17:45,840
21:30,5,210,18:00,1050
21:55,18,25,21:30,1075
22:15,1,20,21:55,1095
22:30,11,15,22:15,1110
23:30,12,60,22:30,1170
8:00,1,270,23:30,1440
5:30,1,90,4:00,90
6:00,1,30,5:30,120
7:00,18,60,6:00,180
10:30,6,210,7:00,390
10:45,12,15,10:30,405
15:30,6,285,10:45,690
17:00,18,90,15:30,780
17:30,1,30,17:00,810
18:30,2,60,17:30,870
19:00,11,30,18:30,900
21:00,12,120,19:00,1020
8:00,1,420,21:00,1440
7:00,1,180,4:00,180
8:00,1,60,7:00,240
8:30,2,30,8:00,270
9:00,11,30,8:30,300
11:00,2,120,9:00,420
11:20,18,20,11:00,440
13:20,7,120,11:20,560
13:40,18,20,13:20,580
14:10,2,30,13:40,610
15:00,6,50,14:10,660
17:00,2,120,15:00,780
17:30,11,30,17:00,810
1:00,6,450,17:30,1260
6:00,1,180,1:00,1440
6:00,1,120,4:00,120
6:20,3,20,6:00,140
6:35,2,15,6:20,155
6:55,3,20,6:35,175
7:15,3,20,6:55,195
7:17,18,2,7:15,197
7:19,3,2,7:17,199
7:24,18,5,7:19,204
7:27,3,3,7:24,207
7:32,18,5,7:27,212
9:32,2,120,7:32,332
9:37,18,5,9:32,337
11:37,6,120,9:37,457
11:42,18,5,11:37,462
13:30,12,108,11:42,570
13:32,2,2,13:30,572
14:20,2,48,13:32,620
16:20,3,120,14:20,740
16:40,2,20,16:20,760
16:55,11,15,16:40,775
18:55,12,120,16:55,895
19:15,12,20,18:55,915
19:35,2,20,19:15,935
20:05,2,30,19:35,965
20:20,3,15,20:05,980
20:25,2,5,20:20,985
22:25,12,120,20:25,1105
22:26,2,1,22:25,1106
22:46,1,20,22:26,1126
6:00,1,314,22:46,1440
7:30,1,210,4:00,210
8:10,2,40,7:30,250
8:25,2,15,8:10,265
12:00,6,215,8:25,480
12:35,11,35,12:00,515
12:40,18,5,12:35,520
12:41,2,1,12:40,521
13:01,2,20,12:41,541
13:06,2,5,13:01,546
13:11,2,5,13:06,551
13:12,13,1,13:11,552
14:42,13,90,13:12,642
14:47,2,5,14:42,647
14:52,2,5,14:47,652
14:54,2,2,14:52,654
15:04,18,10,14:54,664
15:08,7,4,15:04,668
15:20,18,12,15:08,680
15:22,2,2,15:20,682
15:24,2,2,15:22,684
15:26,2,2,15:24,686
15:27,2,1,15:26,687
15:29,50,2,15:27,689
15:44,1,15,15:29,704
16:44,12,60,15:44,764
17:34,2,50,16:44,814
17:49,11,15,17:34,829
18:49,2,60,17:49,889
19:34,6,45,18:49,934
19:39,2,5,19:34,939
19:49,2,10,19:39,949
22:09,12,140,19:49,1089
22:19,1,10,22:09,1099
22:39,12,20,22:19,1119
7:00,1,321,22:39,1440
6:00,1,120,4:00,120
6:30,1,30,6:00,150
6:50,11,20,6:30,170
7:20,18,30,6:50,200
7:30,6,10,7:20,210
8:00,6,30,7:30,240
11:30,6,210,8:00,450
12:00,11,30,11:30,480
13:00,11,60,12:00,540
16:30,6,210,13:00,750
16:35,18,5,16:30,755
17:25,18,50,16:35,805
17:30,2,5,17:25,810
18:07,2,37,17:30,847
18:20,11,13,18:07,860
18:30,2,10,18:20,870
23:30,6,300,18:30,1170
23:32,2,2,23:30,1172
23:42,2,10,23:32,1182
23:50,1,8,23:42,1190
0:15,1,25,23:50,1215
6:00,1,225,0:15,1440
10:00,1,360,4:00,360
11:00,11,60,10:00,420
13:00,12,120,11:00,540
13:30,18,30,13:00,570
15:30,7,120,13:30,690
16:00,18,30,15:30,720
17:00,2,60,16:00,780
18:00,2,60,17:00,840
18:30,2,30,18:00,870
19:00,11,30,18:30,900
21:30,12,150,19:00,1050
9:30,1,390,21:30,1440
7:00,1,180,4:00,180
7:30,3,30,7:00,210
7:45,2,15,7:30,225
7:55,2,10,7:45,235
8:20,18,25,7:55,260
8:40,3,20,8:20,280
9:00,18,20,8:40,300
9:45,1,45,9:00,345
10:15,18,30,9:45,375
11:45,6,90,10:15,465
11:47,7,2,11:45,467
14:45,6,178,11:47,645
15:00,18,15,14:45,660
15:02,3,2,15:00,662
15:12,18,10,15:02,672
15:37,3,25,15:12,697
16:07,18,30,15:37,727
16:12,7,5,16:07,732
16:27,11,15,16:12,747
17:27,11,60,16:27,807
17:42,18,15,17:27,822
18:02,7,20,17:42,842
18:47,18,45,18:02,887
19:47,3,60,18:47,947
20:17,1,30,19:47,977
6:30,1,463,20:17,1440
9:00,1,300,4:00,300
9:10,2,10,9:00,310
9:40,2,30,9:10,340
13:40,3,240,9:40,580
14:10,11,30,13:40,610
16:10,12,120,14:10,730
16:40,2,30,16:10,760
17:00,11,20,16:40,780
17:30,2,30,17:00,810
18:00,3,30,17:30,840
18:05,2,5,18:00,845
19:00,12,55,18:05,900
19:05,2,5,19:00,905
20:00,12,55,19:05,960
20:05,2,5,20:00,965
21:00,12,55,20:05,1020
21:20,3,20,21:00,1040
23:20,6,120,21:20,1160
8:00,1,280,23:20,1440
10:00,1,360,4:00,360
10:30,2,30,10:00,390
11:00,11,30,10:30,420
11:13,2,13,11:00,433
11:33,2,20,11:13,453
12:03,12,30,11:33,483
13:03,2,60,12:03,543
13:33,1,30,13:03,573
14:03,11,30,13:33,603
14:13,1,10,14:03,613
14:16,18,3,14:13,616
16:16,7,120,14:16,736
16:19,18,3,16:16,739
17:49,1,90,16:19,829
17:59,3,10,17:49,839
18:44,1,45,17:59,884
18:49,18,5,18:44,889
0:00,12,311,18:49,1200
0:05,18,5,0:00,1205
0:15,3,10,0:05,1215
0:25,3,10,0:15,1225
0:40,1,15,0:25,1240
9:30,1,200,0:40,1440
8:00,1,240,4:00,240
9:00,12,60,8:00,300
9:15,11,15,9:00,315
10:00,1,45,9:15,360
10:15,18,15,10:00,375
17:15,12,420,10:15,795
17:30,18,15,17:15,810
0:00,12,390,17:30,1200
0:10,1,10,0:00,1210
6:00,1,230,0:10,1440
9:00,1,300,4:00,300
9:20,11,20,9:00,320
11:30,2,130,9:20,450
14:00,13,150,11:30,600
14:10,2,10,14:00,610
14:25,11,15,14:10,625
14:32,18,7,14:25,632
15:32,7,60,14:32,692
15:35,18,3,15:32,695
16:35,7,60,15:35,755
16:40,18,5,16:35,760
16:45,2,5,16:40,765
17:30,11,45,16:45,810
18:15,18,45,17:30,855
21:30,6,195,18:15,1050
21:45,18,15,21:30,1065
23:00,12,75,21:45,1140
7:50,1,300,23:00,1440
7:00,1,180,4:00,180
7:30,3,30,7:00,210
8:15,12,45,7:30,255
8:20,18,5,8:15,260
8:30,3,10,8:20,270
8:35,18,5,8:30,275
10:35,2,120,8:35,395
12:35,6,120,10:35,515
13:20,11,45,12:35,560
14:20,12,60,13:20,620
15:50,6,90,14:20,710
16:00,18,10,15:50,720
16:10,8,10,16:00,730
16:15,18,5,16:10,735
16:20,2,5,16:15,740
16:23,18,3,16:20,743
16:28,7,5,16:23,748
16:43,18,15,16:28,763
16:53,3,10,16:43,773
16:58,18,5,16:53,778
17:58,2,60,16:58,838
18:43,11,45,17:58,883
19:43,3,60,18:43,943
20:13,3,30,19:43,973
20:28,3,15,20:13,988
22:30,12,122,20:28,1110
22:32,3,2,22:30,1112
0:30,12,118,22:32,1230
8:30,1,210,0:30,1440
7:00,1,180,4:00,180
7:15,2,15,7:00,195
7:30,11,15,7:15,210
8:30,12,60,7:30,270
13:30,6,300,8:30,570
15:00,2,90,13:30,660
16:00,1,60,15:00,720
16:15,18,15,16:00,735
16:35,2,20,16:15,755
17:15,12,40,16:35,795
17:55,2,40,17:15,835
18:15,12,20,17:55,855
19:00,11,45,18:15,900
19:40,4,40,19:00,940
20:00,12,20,19:40,960
20:15,18,15,20:00,975
21:00,7,45,20:15,1020
23:00,12,120,21:00,1140
6:30,1,300,23:00,1440
12:00,1,480,4:00,480
13:30,18,90,12:00,570
22:00,12,510,13:30,1080
23:30,18,90,22:00,1170
11:45,1,270,23:30,1440
7:30,1,210,4:00,210
8:00,1,30,7:30,240
8:10,2,10,8:00,250
8:20,11,10,8:10,260
8:40,2,20,8:20,280
10:00,2,80,8:40,360
10:30,18,30,10:00,390
10:35,18,5,10:30,395
23:45,5,790,10:35,1185
0:03,18,18,23:45,1203
0:18,1,15,0:03,1218
0:23,2,5,0:18,1223
0:33,2,10,0:23,1233
1:03,2,30,0:33,1263
