TUSTOPTIME,TUTIER1CODE,TUACTDUR24,TUSTARTTIM,TUCUMDUR24
8:45,18,8,8:37,285
13:00,5,255,8:45,540
13:15,2,15,13:00,555
13:45,11,30,13:15,585
14:00,6,15,13:45,600
18:00,5,240,14:00,840
18:15,18,15,18:00,855
19:00,7,45,18:15,900
19:30,18,30,19:00,930
19:40,7,10,19:30,940
19:45,18,5,19:40,945
20:00,7,15,19:45,960
20:15,18,15,20:00,975
20:25,2,10,20:15,985
20:35,2,10,20:25,995
21:00,11,25,20:35,1020
22:00,6,60,21:00,1080
23:00,12,60,22:00,1140
23:05,5,5,23:00,1145
23:20,11,15,23:05,1160
23:35,1,15,23:20,1175
0:05,6,30,23:35,1205
0:35,12,30,0:05,1235
1:20,1,45,0:35,1280
6:30,1,160,1:20,1440
5:00,1,60,4:00,60
5:20,18,20,5:00,80
14:00,6,520,5:20,600
14:20,18,20,14:00,620
16:00,2,100,14:20,720
19:00,6,180,16:00,900
5:00,1,540,19:00,1440
6:00,1,120,4:00,120
7:30,1,90,6:00,210
9:30,18,120,7:30,330
9:35,7,5,9:30,335
9:38,7,3,9:35,338
9:43,18,5,9:38,343
10:13,11,30,9:43,373
11:13,2,60,10:13,433
11:58,16,45,11:13,478
13:58,12,120,11:58,598
15:28,4,90,13:58,688
16:28,11,60,15:28,748
17:28,2,60,16:28,808
17:30,2,2,17:28,810
17:35,18,5,17:30,815
17:40,7,5,17:35,820
17:41,18,1,17:40,821
18:00,12,19,17:41,840
19:20,18,80,18:00,920
19:25,7,5,19:20,925
20:22,18,57,19:25,982
20:32,2,10,20:22,992
20:42,16,10,20:32,1002
21:27,1,45,20:42,1047
23:57,12,150,21:27,1197
6:00,1,243,23:57,1440
8:00,1,240,4:00,240
8:15,1,15,8:00,255
8:35,3,20,8:15,275
8:40,18,5,8:35,280
8:45,3,5,8:40,285
8:50,18,5,8:45,290
9:35,6,45,8:50,335
9:40,18,5,9:35,340
10:40,13,60,9:40,400
10:45,18,5,10:40,405
11:45,15,60,10:45,465
13:00,6,75,11:45,540
13:15,11,15,13:00,555
16:00,6,165,13:15,720
16:10,18,10,16:00,730
16:40,8,30,16:10,760
16:45,18,5,16:40,765
17:45,7,60,16:45,825
17:50,18,5,17:45,830
17:55,3,5,17:50,835
18:00,18,5,17:55,840
18:30,2,30,18:00,870
18:50,11,20,18:30,890
22:30,6,220,18:50,1110
8:00,1,330,22:30,1440
10:00,1,360,4:00,360
10:10,2,10,10:00,370
12:30,2,140,10:10,510
13:00,16,30,12:30,540
17:00,1,240,13:00,780
18:30,1,90,17:00,870
18:45,18,15,18:30,885
19:00,1,15,18:45,900
19:15,4,15,19:00,915
19:45,4,30,19:15,945
21:45,12,120,19:45,1065
22:15,4,30,21:45,1095
22:45,1,30,22:15,1125
4:00,1,315,22:45,1440
9:30,1,330,4:00,330
10:05,2,35,9:30,365
11:01,12,56,10:05,421
11:21,18,20,11:01,441
11:46,12,25,11:21,466
14:00,12,134,11:46,600
14:30,18,30,14:00,630
16:00,12,90,14:30,720
16:30,12,30,16:00,750
16:45,18,15,16:30,765
19:15,12,150,16:45,915
19:25,18,10,19:15,925
19:35,7,10,19:25,935
21:00,18,85,19:35,1020
21:45,12,45,21:00,1065
21:55,18,10,21:45,1075
22:00,7,5,21:55,1080
22:10,18,10,22:00,1090
22:30,11,20,22:10,1110
1:30,12,180,22:30,1290
9:30,1,150,1:30,1440
9:00,1,300,4:00,300
9:30,18,30,9:00,330
13:30,6,240,9:30,570
13:45,18,15,13:30,585
15:45,2,120,13:45,705
16:15,18,30,15:45,735
16:35,7,20,16:15,755
16:37,18,2,16:35,757
16:42,7,5,16:37,762
16:47,18,5,16:42,767
16:57,11,10,16:47,777
17:57,16,60,16:57,837
18:07,1,10,17:57,847
20:07,16,120,18:07,967
21:07,12,60,20:07,1027
8:00,1,413,21:07,1440
10:00,1,360,4:00,360
10:30,2,30,10:00,390
10:40,18,10,10:30,400
10:41,4,1,10:40,401
10:46,18,5,10:41,406
12:46,3,120,10:46,526
12:51,18,5,12:46,531
12:52,4,1,12:51,532
13:02,18,10,12:52,542
14:02,6,60,13:02,602
17:00,12,178,14:02,780
18:00,1,60,17:00,840
18:10,18,10,18:00,850
18:40,12,30,18:10,880
18:50,18,10,18:40,890
19:50,6,60,18:50,950
20:10,18,20,19:50,970
20:12,7,2,20:10,972
20:22,12,10,20:12,982
20:27,7,5,20:22,987
20:57,11,30,20:27,1017
21:17,12,20,20:57,1037
21:37,18,20,21:17,1057
21:52,18,15,21:37,1072
22:02,8,10,21:52,1082
22:17,18,15,22:02,1097
22:27,11,10,22:17,1107
23:27,12,60,22:27,1167
9:00,1,273,23:27,1440
8:30,1,270,4:00,270
9:00,50,30,8:30,300
10:00,5,60,9:00,360
10:30,11,30,10:00,390
12:00,12,90,10:30,480
12:30,11,30,12:00,510
15:00,12,150,12:30,660
15:30,12,30,15:00,690
15:45,1,15,15:30,705
15:50,18,5,15:45,710
15:55,12,5,15:50,715
16:05,18,10,15:55,725
16:25,11,20,16:05,745
18:25,12,120,16:25,865
18:35,18,10,18:25,875
18:40,12,5,18:35,880
18:50,18,10,18:40,890
21:50,12,180,18:50,1070
21:55,18,5,21:50,1075
21:56,18,1,21:55,1076
23:15,12,79,21:56,1155
23:20,18,5,23:15,1160
23:35,1,15,23:20,1175
7:45,1,265,23:35,1440
8:00,1,240,4:00,240
9:00,11,60,8:00,300
12:00,6,180,9:00,480
14:00,12,120,12:00,600
14:30,6,30,14:00,630
15:00,3,30,14:30,660
17:00,6,120,15:00,780
17:45,12,45,17:00,825
17:55,18,10,17:45,835
21:20,6,205,17:55,1040
21:30,18,10,21:20,1050
21:45,3,15,21:30,1065
23:00,12,75,21:45,1140
8:00,1,300,23:00,1440
8:00,1,240,4:00,240
8:05,2,5,8:00,245
8:10,12,5,8:05,250
8:20,11,10,8:10,260
8:50,2,30,8:20,290
8:55,3,5,8:50,295
9:25,3,30,8:55,325
10:35,2,70,9:25,395
10:40,2,5,10:35,400
11:10,50,30,10:40,430
11:15,2,5,11:10,435
11:45,1,30,11:15,465
12:00,2,15,11:45,480
12:30,3,30,12:00,510
12:50,2,20,12:30,530
13:05,2,15,12:50,545
13:06,2,1,13:05,546
13:26,12,20,13:06,566
13:36,2,10,13:26,576
14:36,12,60,13:36,636
16:00,3,84,14:36,720
17:00,2,60,16:00,780
17:40,2,40,17:00,820
18:00,18,20,17:40,840
18:50,11,50,18:00,890
18:58,18,8,18:50,898
20:00,7,62,18:58,960
20:20,18,20,20:00,980
21:20,2,60,20:20,1040
21:40,3,20,21:20,1060
21:50,3,10,21:40,1070
22:00,3,10,21:50,1080
23:00,12,60,22:00,1140
8:00,1,300,23:00,1440
10:30,1,390,4:00,390
10:40,11,10,10:30,400
10:41,1,1,10:40,401
11:41,12,60,10:41,461
20:38,1,537,11:41,998
20:58,11,20,20:38,1018
23:58,12,180,20:58,1198
9:00,1,242,23:58,1440
5:30,1,90,4:00,90
6:00,2,30,5:30,120
6:20,11,20,6:00,140
6:35,50,15,6:20,155
7:30,2,55,6:35,210
7:50,1,20,7:30,230
7:55,18,5,7:50,235
12:00,5,245,7:55,480
12:45,11,45,12:00,525
17:00,5,255,12:45,780
17:05,18,5,17:00,785
17:35,12,30,17:05,815
18:35,2,60,17:35,875
21:00,2,145,18:35,1020
21:30,11,30,21:00,1050
21:45,2,15,21:30,1065
22:15,12,30,21:45,1095
6:30,1,345,22:15,1440
7:00,1,180,4:00,180
8:00,5,60,7:00,240
8:10,5,10,8:00,250
8:20,5,10,8:10,260
8:50,11,30,8:20,290
9:35,5,45,8:50,335
11:30,5,115,9:35,450
12:00,2,30,11:30,480
12:30,5,30,12:00,510
13:00,5,30,12:30,540
15:30,5,150,13:00,690
16:30,5,60,15:30,750
17:30,5,60,16:30,810
18:30,2,60,17:30,870
19:30,11,60,18:30,930
20:30,1,60,19:30,990
21:00,4,30,20:30,1020
21:25,18,25,21:00,1045
23:30,12,125,21:25,1170
1:00,12,90,23:30,1260
1:25,18,25,1:00,1285
1:55,1,30,1:25,1315
8:00,1,125,1:55,1440
8:30,1,270,4:00,270
8:32,2,2,8:30,272
10:02,2,90,8:32,362
10:32,2,30,10:02,392
11:02,11,30,10:32,422
11:22,2,20,11:02,442
11:52,2,30,11:22,472
12:52,1,60,11:52,532
16:00,12,188,12:52,720
16:15,18,15,16:00,735
18:15,4,120,16:15,855
19:00,11,45,18:15,900
19:15,18,15,19:00,915
20:00,3,45,19:15,960
20:25,13,25,20:00,985
20:55,1,30,20:25,1015
22:30,12,95,20:55,1110
5:45,1,330,22:30,1440
8:00,1,240,4:00,240
9:00,1,60,8:00,300
9:10,18,10,9:00,310
18:00,5,530,9:10,840
18:30,11,30,18:00,870
19:00,12,30,18:30,900
19:10,18,10,19:00,910
19:25,1,15,19:10,925
20:30,3,65,19:25,990
20:45,18,15,20:30,1005
20:47,3,2,20:45,1007
21:02,18,15,20:47,1022
21:30,12,28,21:02,1050
21:40,18,10,21:30,1060
22:15,12,35,21:40,1095
0:15,12,120,22:15,1215
0:25,18,10,0:15,1225
9:00,1,215,0:25,1440
5:30,1,90,4:00,90
6:15,1,45,5:30,135
6:30,11,15,6:15,150
7:15,18,45,6:30,195
7:50,6,35,7:15,230
15:00,6,430,7:50,660
15:02,18,2,15:00,662
15:15,11,13,15:02,675
16:45,18,90,15:15,765
17:15,11,30,16:45,795
18:30,1,75,17:15,870
20:00,5,90,18:30,960
20:10,1,10,20:00,970
21:00,6,50,20:10,1020
21:02,2,2,21:00,1022
22:30,6,88,21:02,1110
23:05,16,35,22:30,1145
6:00,1,295,23:05,1440
7:00,1,180,4:00,180
7:30,1,30,7:00,210
8:10,18,40,7:30,250
12:30,6,260,8:10,510
12:37,18,7,12:30,517
16:37,5,240,12:37,757
17:22,18,45,16:37,802
17:42,11,20,17:22,822
19:42,12,120,17:42,942
19:52,18,10,19:42,952
22:52,12,180,19:52,1132
23:02,18,10,22:52,1142
23:07,12,5,23:02,1147
8:30,1,293,23:07,1440
6:30,1,150,4:00,150
6:35,18,5,6:30,155
7:35,13,60,6:35,215
8:05,13,30,7:35,245
8:10,18,5,8:05,250
8:30,13,20,8:10,270
9:10,1,40,8:30,310
9:25,2,15,9:10,325
9:40,11,15,9:25,340
10:40,18,60,9:40,400
12:10,12,90,10:40,490
13:10,18,60,12:10,550
16:10,6,180,13:10,730
17:40,12,90,16:10,820
18:00,18,20,17:40,840
20:30,7,150,18:00,990
20:50,18,20,20:30,1010
21:10,2,20,20:50,1030
21:20,11,10,21:10,1040
22:20,12,60,21:20,1100
22:30,1,10,22:20,1110
7:00,1,330,22:30,1440
5:30,1,90,4:00,90
5:40,1,10,5:30,100
5:42,2,2,5:40,102
5:44,2,2,5:42,104
5:45,1,1,5:44,105
6:10,18,25,5:45,130
6:15,12,5,6:10,135
6:38,5,23,6:15,158
9:30,5,172,6:38,330
9:35,11,5,9:30,335
9:45,12,10,9:35,345
13:30,5,225,9:45,570
13:40,11,10,13:30,580
13:50,12,10,13:40,590
19:25,5,335,13:50,925
19:30,18,5,19:25,930
20:00,11,30,19:30,960
21:30,12,90,20:00,1050
22:00,18,30,21:30,1080
22:05,1,5,22:00,1085
5:00,1,355,22:05,1440
8:30,1,270,4:00,270
9:30,1,60,8:30,330
9:40,18,10,9:30,340
12:00,14,140,9:40,480
12:05,18,5,12:00,485
12:35,7,30,12:05,515
12:40,18,5,12:35,520
12:45,2,5,12:40,525
13:00,2,15,12:45,540
14:00,12,60,13:00,600
17:00,1,180,14:00,780
18:00,2,60,17:00,840
18:30,11,30,18:00,870
19:00,2,30,18:30,900
22:00,12,180,19:00,1080
6:00,1,360,22:00,1440
8:00,1,240,4:00,240
8:10,11,10,8:00,250
9:10,12,60,8:10,310
9:35,1,25,9:10,335
9:55,12,20,9:35,355
9:58,16,3,9:55,358
9:59,4,1,9:58,359
10:04,18,5,9:59,364
12:00,5,116,10:04,480
12:13,12,13,12:00,493
14:13,5,120,12:13,613
14:33,11,20,14:13,633
14:38,12,5,14:33,638
14:48,12,10,14:38,648
15:35,12,47,14:48,695
18:00,5,145,15:35,840
18:05,12,5,18:00,845
18:15,50,10,18:05,855
19:04,5,49,18:15,904
19:11,18,7,19:04,911
20:11,5,60,19:11,971
20:21,11,10,20:11,981
21:40,12,79,20:21,1060
22:00,12,20,21:40,1080
8:00,1,360,22:00,1440
12:00,1,480,4:00,480
12:20,2,20,12:00,500
12:30,11,10,12:20,510
13:30,12,60,12:30,570
13:40,2,10,13:30,580
17:40,12,240,13:40,820
18:10,2,30,17:40,850
18:30,11,20,18:10,870
20:30,6,120,18:30,990
23:30,12,180,20:30,1170
0:30,12,60,23:30,1230
12:20,1,210,0:30,1440
8:15,1,255,4:00,255
10:15,2,120,8:15,375
12:15,2,120,10:15,495
13:15,11,60,12:15,555
15:15,2,120,13:15,675
17:15,6,120,15:15,795
18:15,6,60,17:15,855
19:00,2,45,18:15,900
19:45,11,45,19:00,945
21:45,12,120,19:45,1065
22:45,6,60,21:45,1125
23:45,5,60,22:45,1185
0:00,50,15,23:45,1200
8:00,1,240,0:00,1440
7:30,1,210,4:00,210
8:00,3,30,7:30,240
8:10,18,10,8:00,250
9:30,11,80,8:10,330
9:40,18,10,9:30,340
11:40,6,120,9:40,460
13:00,12,80,11:40,540
13:30,11,30,13:00,570
16:30,6,180,13:30,750
18:00,50,90,16:30,840
19:30,2,90,18:00,930
20:00,18,30,19:30,960
21:15,13,75,20:00,1035
21:30,18,15,21:15,1050
22:30,11,60,21:30,1110
22:45,18,15,22:30,1125
0:15,12,90,22:45,1215
7:15,1,225,0:15,1440
6:00,1,120,4:00,120
7:00,1,60,6:00,180
7:20,18,20,7:00,200
17:30,5,610,7:20,810
17:40,18,10,17:30,820
17:50,7,10,17:40,830
18:05,18,15,17:50,845
18:50,5,45,18:05,890
18:55,18,5,18:50,895
19:15,7,20,18:55,915
19:35,18,20,19:15,935
19:40,2,5,19:35,940
19:45,2,5,19:40,945
20:00,2,15,19:45,960
20:10,2,10,20:00,970
20:25,2,15,20:10,985
20:55,2,30,20:25,1015
21:05,1,10,20:55,1025
21:15,2,10,21:05,1035
21:45,11,30,21:15,1065
5:30,1,375,21:45,1440
7:30,1,210,4:00,210
8:10,1,40,7:30,250
8:20,2,10,8:10,260
8:30,11,10,8:20,270
8:50,18,20,8:30,290
12:30,6,220,8:50,510
13:00,11,30,12:30,540
16:30,6,210,13:00,750
17:00,18,30,16:30,780
18:30,16,90,17:00,870
18:50,11,20,18:30,890
19:50,6,60,18:50,950
20:00,1,10,19:50,960
21:30,12,90,20:00,1050
7:30,1,390,21:30,1440
11:00,1,420,4:00,420
12:30,1,90,11:00,510
12:33,18,3,12:30,513
15:33,12,180,12:33,693
15:36,18,3,15:33,696
16:06,1,30,15:36,726
16:26,18,20,16:06,746
22:00,12,334,16:26,1080
22:10,18,10,22:00,1090
22:17,7,7,22:10,1097
22:32,18,15,22:17,1112
22:52,11,20,22:32,1132
23:22,1,30,22:52,1162
23:52,4,30,23:22,1192
0:52,12,60,23:52,1252
1:02,1,10,0:52,1262
1:07,2,5,1:02,1267
2:50,12,103,1:07,1370
10:00,1,70,2:50,1440
5:30,1,90,4:00,90
5:45,2,15,5:30,105
5:55,11,10,5:45,115
6:55,12,60,5:55,175
10:55,12,240,6:55,415
11:15,1,20,10:55,435
11:30,18,15,11:15,450
11:50,8,20,11:30,470
11:55,18,5,11:50,475
12:05,7,10,11:55,485
12:20,18,15,12:05,500
12:30,11,10,12:20,510
12:35,12,5,12:30,515
12:40,12,5,12:35,520
13:00,18,20,12:40,540
14:00,16,60,13:00,600
15:00,6,60,14:00,660
15:20,18,20,15:00,680
15:40,8,20,15:20,700
16:00,7,20,15:40,720
16:10,12,10,16:00,730
16:30,8,20,16:10,750
16:50,8,20,16:30,770
17:05,18,15,16:50,785
17:25,12,20,17:05,805
18:55,16,90,17:25,895
19:10,2,15,18:55,910
19:20,2,10,19:10,920
19:50,1,30,19:20,950
21:20,12,90,19:50,1040
21:30,18,10,21:20,1050
21:50,7,20,21:30,1070
22:00,18,10,21:50,1080
22:20,11,20,22:00,1100
22:25,2,5,22:20,1105
1:00,1,155,22:25,1260
1:20,6,20,1:00,1280
5:30,1,160,1:20,1440
8:00,1,240,4:00,240
12:00,6,240,8:00,480
12:20,11,20,12:00,500
12:30,18,10,12:20,510
13:30,7,60,12:30,570
13:40,18,10,13:30,580
14:40,2,60,13:40,640
14:55,18,15,14:40,655
18:55,12,240,14:55,895
19:10,18,15,18:55,910
19:30,11,20,19:10,930
21:30,6,120,19:30,1050
0:30,12,180,21:30,1230
6:00,1,210,0:30,1440
9:00,1,300,4:00,300
9:30,11,30,9:00,330
9:45,1,15,9:30,345
10:15,12,30,9:45,375
10:20,2,5,10:15,380
10:27,18,7,10:20,387
11:57,15,90,10:27,477
12:57,13,60,11:57,537
13:07,18,10,12:57,547
13:17,7,10,13:07,557
13:27,18,10,13:17,567
13:47,1,20,13:27,587
14:17,11,30,13:47,617
15:00,12,43,14:17,660
15:10,18,10,15:00,670
18:30,5,200,15:10,870
18:40,18,10,18:30,880
19:00,1,20,18:40,900
19:45,11,45,19:00,945
20:00,18,15,19:45,960
20:45,7,45,20:00,1005
21:00,18,15,20:45,1020
22:10,12,70,21:00,1090
22:30,12,20,22:10,1110
23:00,12,30,22:30,1140
23:05,1,5,23:00,1145
23:35,6,30,23:05,1175
7:30,1,265,23:35,1440
8:00,1,240,4:00,240
8:15,1,15,8:00,255
8:25,2,10,8:15,265
8:30,2,5,8:25,270
8:50,2,20,8:30,290
9:00,2,10,8:50,300
10:00,6,60,9:00,360
10:10,2,10,10:00,370
10:15,2,5,10:10,375
10:20,2,5,10:15,380
10:40,2,20,10:20,400
11:40,13,60,10:40,460
12:00,2,20,11:40,480
12:10,2,10,12:00,490
12:15,2,5,12:10,495
12:20,2,5,12:15,500
14:20,6,120,12:20,620
14:35,3,15,14:20,635
15:05,3,30,14:35,665
16:05,6,60,15:05,725
16:25,2,20,16:05,745
16:45,2,20,16:25,765
16:50,2,5,16:45,770
17:10,11,20,16:50,790
17:25,2,15,17:10,805
17:30,2,5,17:25,810
19:30,12,120,17:30,930
20:30,12,60,19:30,990
20:45,3,15,20:30,1005
21:15,12,30,20:45,1035
23:15,12,120,21:15,1155
23:25,1,10,23:15,1165
0:25,12,60,23:25,1225
8:00,1,215,0:25,1440
8:00,1,240,4:00,240
8:15,1,15,8:00,255
8:25,18,10,8:15,265
8:30,18,5,8:25,270
9:00,11,30,8:30,300
10:00,12,60,9:00,360
10:30,12,30,10:00,390
11:30,12,60,10:30,450
12:00,18,30,11:30,480
13:30,12,90,12:00,570
14:00,18,30,13:30,600
15:30,7,90,14:00,690
16:00,18,30,15:30,720
16:30,11,30,16:00,750
18:30,12,120,16:30,870
19:00,18,30,18:30,900
2:30,12,450,19:00,1350
9:00,1,90,2:30,1440
7:30,1,210,4:00,210
8:15,1,45,7:30,255
8:20,18,5,8:15,260
8:30,12,10,8:20,270
9:50,18,80,8:30,350
13:00,13,190,9:50,540
13:55,18,55,13:00,595
14:15,11,20,13:55,615
14:40,18,25,14:15,640
14:50,4,10,14:40,650
15:00,4,10,14:50,660
15:05,18,5,15:00,665
17:30,3,145,15:05,810
18:00,2,30,17:30,840
18:20,6,20,18:00,860
18:26,2,6,18:20,866
18:40,2,14,18:26,880
19:00,11,20,18:40,900
19:30,2,30,19:00,930
19:45,3,15,19:30,945
19:50,4,5,19:45,950
20:10,12,20,19:50,970
20:20,1,10,20:10,980
22:25,1,125,20:20,1105
22:26,2,1,22:25,1106
22:29,1,3,22:26,1109
22:30,3,1,22:29,1110
1:34,1,184,22:30,1294
1:37,3,3,1:34,1297
4:30,1,143,1:37,1440
9:30,1,330,4:00,330
9:45,1,15,9:30,345
10:15,18,30,9:45,375
12:15,7,120,10:15,495
12:20,18,5,12:15,500
13:05,11,45,12:20,545
13:35,18,30,13:05,575
13:55,2,20,13:35,595
18:00,12,245,13:55,840
18:30,1,30,18:00,870
19:30,13,60,18:30,930
19:50,13,20,19:30,950
21:00,1,70,19:50,1020
21:30,18,30,21:00,1050
0:00,12,150,21:30,1200
0:20,18,20,0:00,1220
0:45,12,25,0:20,1245
9:30,1,195,0:45,1440
12:00,1,480,4:00,480
13:00,1,60,12:00,540
13:10,18,10,13:00,550
13:25,4,15,13:10,565
13:30,18,5,13:25,570
13:40,11,10,13:30,580
14:40,11,60,13:40,640
14:50,18,10,14:40,650
15:05,7,15,14:50,665
15:10,18,5,15:05,670
15:15,18,5,15:10,675
16:35,18,80,15:15,755
16:50,18,15,16:35,770
17:05,7,15,16:50,785
17:45,13,40,17:05,825
18:00,7,15,17:45,840
18:45,13,45,18:00,885
19:00,18,15,18:45,900
20:00,11,60,19:00,960
20:02,18,2,20:00,962
21:32,18,90,20:02,1052
21:34,18,2,21:32,1054
2:00,12,266,21:34,1320
3:00,7,60,2:00,1380
12:00,1,60,3:00,1440
12:00,1,480,4:00,480
13:00,2,60,12:00,540
13:45,11,45,13:00,585
14:45,2,60,13:45,645
15:15,1,30,14:45,675
15:30,18,15,15:15,690
18:30,7,180,15:30,870
18:50,7,20,18:30,890
19:05,18,15,18:50,905
19:50,11,45,19:05,950
20:20,3,30,19:50,980
20:30,3,10,20:20,990
21:30,2,60,20:30,1050
23:30,12,120,21:30,1170
7:00,1,270,23:30,1440
4:30,2,30,4:00,30
5:30,5,60,4:30,90
6:30,12,60,5:30,150
7:00,1,30,6:30,180
8:00,18,60,7:00,240
14:30,5,390,8:00,630
14:32,18,2,14:30,632
14:37,7,5,14:32,637
14:39,18,2,14:37,639
14:44,11,5,14:39,644
18:00,5,196,14:44,840
19:00,18,60,18:00,900
20:30,3,90,19:00,990
20:45,3,15,20:30,1005
21:00,3,15,20:45,1020
21:02,3,2,21:00,1022
21:15,3,13,21:02,1035
22:00,12,45,21:15,1080
6:00,1,360,22:00,1440
8:00,1,240,4:00,240
9:00,11,60,8:00,300
10:00,1,60,9:00,360
12:00,12,120,10:00,480
12:30,11,30,12:00,510
15:00,12,150,12:30,660
15:30,11,30,15:00,690
18:00,12,150,15:30,840
18:30,11,30,18:00,870
23:00,12,270,18:30,1140
8:00,1,300,23:00,1440
9:30,1,330,4:00,330
10:00,1,30,9:30,360
10:15,18,15,10:00,375
11:45,7,90,10:15,465
12:05,18,20,11:45,485
13:05,13,60,12:05,545
13:35,12,30,13:05,575
13:55,18,20,13:35,595
14:55,11,60,13:55,655
15:25,18,30,14:55,685
16:55,13,90,15:25,775
17:25,1,30,16:55,805
17:45,18,20,17:25,825
18:15,11,30,17:45,855
18:25,18,10,18:15,865
18:30,7,5,18:25,870
18:45,18,15,18:30,885
21:30,12,165,18:45,1050
22:00,12,30,21:30,1080
8:00,1,360,22:00,1440
4:15,1,15,4:00,15
4:25,2,10,4:15,25
5:15,18,50,4:25,75
6:00,2,45,5:15,120
8:00,18,120,6:00,240
8:30,13,30,8:00,270
11:20,13,170,8:30,440
11:45,11,25,11:20,465
11:55,2,10,11:45,475
14:40,13,165,11:55,640
18:00,18,200,14:40,840
18:20,11,20,18:00,860
19:20,12,60,18:20,920
1:00,1,340,19:20,1260
1:05,2,5,1:00,1265
7:20,1,175,1:05,1440
8:30,1,270,4:00,270
8:45,2,15,8:30,285
9:00,11,15,8:45,300
12:00,50,180,9:00,480
12:10,18,10,12:00,490
12:20,3,10,12:10,500
12:35,18,15,12:20,515
13:45,12,70,12:35,585
14:00,18,15,13:45,600
17:00,2,180,14:00,780
17:10,18,10,17:00,790
17:20,7,10,17:10,800
17:30,18,10,17:20,810
20:30,12,180,17:30,990
20:40,18,10,20:30,1000
20:45,2,5,20:40,1005
21:15,2,30,20:45,1035
23:00,12,105,21:15,1140
9:00,1,300,23:00,1440
10:00,1,360,4:00,360
10:30,11,30,10:00,390
12:00,12,90,10:30,480
12:30,11,30,12:00,510
17:30,12,300,12:30,810
18:00,11,30,17:30,840
21:00,12,180,18:00,1020
21:10,12,10,21:00,1030
23:00,12,110,21:10,1140
8:00,1,300,23:00,1440
7:30,1,210,4:00,210
8:30,1,60,7:30,270
8:40,11,10,8:30,280
8:45,18,5,8:40,285
9:00,18,15,8:45,300
11:30,6,150,9:00,450
11:50,18,20,11:30,470
12:00,4,10,11:50,480
12:05,18,5,12:00,485
12:10,4,5,12:05,490
12:13,18,3,12:10,493
12:15,50,2,12:13,495
14:15,1,120,12:15,615
18:00,12,225,14:15,840
18:15,11,15,18:00,855
20:00,12,105,18:15,960
20:10,18,10,20:00,970
20:12,4,2,20:10,972
20:22,18,10,20:12,982
22:00,12,98,20:22,1080
22:15,1,15,22:00,1095
23:15,16,60,22:15,1155
7:30,1,285,23:15,1440
5:30,1,90,4:00,90
6:15,1,45,5:30,135
6:30,11,15,6:15,150
6:45,18,15,6:30,165
6:50,18,5,6:45,170
7:00,50,10,6:50,180
13:20,5,380,7:00,560
13:50,11,30,13:20,590
15:50,5,120,13:50,710
16:00,18,10,15:50,720
16:20,11,20,16:00,740
17:00,12,40,16:20,780
17:05,18,5,17:00,785
17:50,7,45,17:05,830
17:55,18,5,17:50,835
18:00,2,5,17:55,840
20:00,12,120,18:00,960
20:30,12,30,20:00,990
20:40,18,10,20:30,1000
21:15,11,35,20:40,1035
21:25,18,10,21:15,1045
23:30,12,125,21:25,1170
23:45,1,15,23:30,1185
10:00,1,255,23:45,1440
12:00,1,480,4:00,480
12:09,11,9,12:00,489
14:09,12,120,12:09,609
15:39,12,90,14:09,699
16:39,2,60,15:39,759
18:39,1,120,16:39,879
20:09,11,90,18:39,969
20:21,18,12,20:09,981
21:51,11,90,20:21,1071
22:00,18,9,21:51,1080
22:30,11,30,22:00,1110
2:00,18,210,22:30,1320
3:30,1,90,2:00,1410
3:50,12,20,3:30,1430
4:00,1,10,3:50,1440
8:00,1,240,4:00,240
9:00,1,60,8:00,300
9:20,3,20,9:00,320
9:35,50,15,9:20,335
10:35,3,60,9:35,395
10:55,11,20,10:35,415
11:25,12,30,10:55,445
11:55,12,30,11:25,475
13:00,2,65,11:55,540
13:30,16,30,13:00,570
16:00,2,150,13:30,720
18:00,6,120,16:00,840
19:00,12,60,18:00,900
20:00,2,60,19:00,960
20:30,11,30,20:00,990
21:00,12,30,20:30,1020
22:00,12,60,21:00,1080
23:00,16,60,22:00,1140
7:00,1,300,23:00,1440
9:00,1,300,4:00,300
10:00,50,60,9:00,360
10:20,11,20,10:00,380
10:50,1,30,10:20,410
14:30,18,220,10:50,630
14:35,7,5,14:30,635
17:05,18,150,14:35,785
18:05,7,60,17:05,845
18:35,18,30,18:05,875
19:05,6,30,18:35,905
20:05,2,60,19:05,965
20:35,11,30,20:05,995
20:55,18,20,20:35,1015
20:56,4,1,20:55,1016
21:16,18,20,20:56,1036
22:16,12,60,21:16,1096
22:36,13,20,22:16,1116
22:56,1,20,22:36,1136
23:56,12,60,22:56,1196
10:00,1,244,23:56,1440
8:00,1,240,4:00,240
8:05,1,5,8:00,245
8:15,11,10,8:05,255
8:35,18,20,8:15,275
15:00,6,385,8:35,660
15:20,18,20,15:00,680
16:20,12,60,15:20,740
17:50,6,90,16:20,830
18:05,18,15,17:50,845
19:35,7,90,18:05,935
19:50,18,15,19:35,950
20:50,3,60,19:50,1010
22:00,12,70,20:50,1080
7:00,1,360,22:00,1440
5:30,2,90,4:00,90
6:00,12,30,5:30,120
18:00,1,720,6:00,840
18:05,18,5,18:00,845
19:05,12,60,18:05,905
20:05,12,60,19:05,965
20:10,18,5,20:05,970
22:00,2,110,20:10,1080
0:00,12,120,22:00,1200
4:00,1,240,0:00,1440
8:05,1,245,4:00,245
8:10,2,5,8:05,250
8:20,11,10,8:10,260
